date,quotation,speaker,qids,probas
2016-09-13,"It is clear that a long-term solution is needed. Private mortgage insurance is proven to be an effective tool at encouraging high LTV lending while also protecting the taxpayer, keeping risk down -- of particular importance in the post-Brexit world -- and maintaining high lending standards.",Mark Harris,"['Q14951078', 'Q14954805', 'Q16209437', 'Q18808615', 'Q21063629', 'Q28151842', 'Q29654070', 'Q30074763', 'Q3849487', 'Q39050665', 'Q47432379', 'Q50060848', 'Q55622212', 'Q57863157', 'Q6767935', 'Q6767936', 'Q6767938', 'Q6767941', 'Q6767942']","[['Mark Harris', '0.7577'], ['None', '0.2423']]"
2016-12-06,"Labour will hold the Government to account on this. We will also push for a plan to be published no later than January 2017 so that the House of Commons, the devolved administrations, the Brexit Select Committee and the British people have a chance to scrutinise it.",None,[],"[['None', '0.4675'], ['Tim Loughton', '0.2917'], ['Tom Brake', '0.1743'], ['Theresa May', '0.0665']]"
2016-12-06,technical and financial aspects of Brexit.,Michel Barnier,['Q438465'],"[['Michel Barnier', '0.8146'], ['None', '0.1736'], ['Prime Minister Theresa May', '0.0119']]"
2016-08-01,"We're definitely seeing a difference since Brexit,",None,[],"[['None', '0.9405'], ['Claudie Pierlot', '0.0595']]"
2016-12-05,"You see it in Brexit,",John Kerry,"['Q22316', 'Q6242998']","[['John Kerry', '0.7702'], ['None', '0.1515'], ['Frank-Walter Steinmeier', '0.0416'], ['Frank Walter', '0.028'], ['Donald Trump', '0.0044'], ['Matteo Renzi', '0.0043']]"
2016-07-21,"Brexit has a long way to go, in my view, and what has been proposed by Senator O’Donnell could be very beneficial.",None,[],"[['None', '0.7628'], ['Frank Feighan', '0.2372']]"
2016-07-04,"China used to prioritise the renminbi centre in London over other centres on the continent, but after Brexit it will give at least equal attention to London and other centres, such as Luxembourg and Frankfurt,",None,[],"[['None', '0.9235'], ['Xi Jinping', '0.0766']]"
2016-07-11,"If you looked at the headlines from Brexit, you'd think that the world was coming to an end,",None,[],"[['None', '0.814'], ['Craig Johnson', '0.186']]"
2016-12-13,"Listen, we saw some amazing things in those first few weeks after Brexit,",Nigel Farage,['Q318471'],"[['Nigel Farage', '0.6914'], ['None', '0.2006'], ['Donald Trump', '0.108']]"
2016-09-01,"The first waves of the economic tsunami that is Brexit have already landed on our island shores. As the results of this quarterly review show, we appear to have been hit on all fronts and the potential benefit of a weaker pound for exporters [ has ] yet to be realised.",Bryan Buchan,['Q4979994'],"[['Bryan Buchan', '0.8616'], ['None', '0.1384']]"
2016-08-13,"This year, many factors have made investors change their view on foreign exchange, including declines in the Nikkei, Brexit, global economic anxiety, and a change in market expectations for a US rate hike.",Yuya Iida,['Q11666481'],"[['Yuya Iida', '0.8254'], ['None', '0.1746']]"
2016-08-08,"Trump's only path to victory is a Brexit-type spontaneous popular surge,",Peter Brimelow,['Q7172964'],"[['Peter Brimelow', '0.822'], ['None', '0.178']]"
2016-09-05,"At this critical time for the capital, the CBI will be striving for the best Brexit outcome for London and the UK.",Vivian Hunt,['Q47010849'],"[['Vivian Hunt', '0.9293'], ['None', '0.0707']]"
2016-09-23,"One of our US financial clients with major operations in the UK has seen increased assignments to and from the UK/US and the UK/Asia in support of their strategic growth, not necessarily due to Brexit.",Bill Paxton,"['Q110374', 'Q42426634']","[['Bill Paxton', '0.8867'], ['None', '0.1133']]"
2016-07-11,They talk in terms of `soft Brexit' or `hard Brexit' or potentially going cold turkey and not really part of Europe at all; right through to where it's a different structure but they're more entwined in Europe. I think people genuinely just don't know.,John Key,['Q57783'],"[['John Key', '0.7064'], ['David Cameron', '0.1605'], ['None', '0.1116'], ['Matteo Renzi', '0.0215']]"
2016-05-30,Britain's hopes of staging big sporting events like the Olympics or World Cup could be put at risk by Brexit,Alan Johnson,"['Q19560876', 'Q2830527', 'Q332336', 'Q4706980', 'Q4706981', 'Q4706983', 'Q4706984', 'Q4706985']","[['Alan Johnson', '0.8146'], ['None', '0.1854']]"
2016-09-16,"It remains to be seen whether this new think-tank will develop an inclusive approach to the Northern economy, because to date, George Osborne's Northern Powerhouse has been too narrowly focused on big cities and metro mayors -- vital as these are, they will not address the economic and social challenges raised by the Brexit vote.",Ed Cox,['Q5334702'],"[['Ed Cox', '0.3081'], ['John Ashcroft', '0.2908'], ['GEORGE Osborne', '0.1717'], ['None', '0.1711'], ['Philip Hammond', '0.0357'], ['Theresa May', '0.0226']]"
2016-07-15,"Johny Pitts picked up a used Nikon film SLR at his local pawnshop in his hometown of Sheffield, England after dropping out of college. Pitts now lives in London, but returns to his hometown of Sheffield and has been documenting life there over the past 10 years. His snaps of the working-class in this South Yorkshire, England town, are a great portrayal of the life and community that was once asleep, but has now surfaced thanks to Brexit.",Johny Pitts,['Q6268855'],"[['Johny Pitts', '0.8802'], ['None', '0.1198']]"
2016-09-23,"What we've always said is that with no news on Brexit, sterling is able to recover somewhat, but the uncertainties are still there,",None,[],"[['None', '0.6485'], ['Theresa May', '0.3515']]"
2016-08-12,"Brexit has raised a number of concerns and questions within the drinks industry, but regarding the revival of the imperial pint, we could have an opportunity,",James Simpson,"['Q43910760', 'Q57000387', 'Q6143211', 'Q6143213', 'Q6198130', 'Q8013495']","[['James Simpson', '0.9335'], ['None', '0.0418'], ['Simon Berry', '0.0247']]"
2016-07-19,"But there's an affirmation of a message that ties the U.S. and Europe [ together ], which is about law and order candidates who are willing to put country first; there's certainly a lot of interest in what Brexit means and what Trump is doing.",None,[],"[['None', '0.6769'], ['Nigel Farage', '0.2738'], ['Prime Minister Theresa May', '0.0493']]"
2016-07-27,"Consequently, without being complacent about the possible consequences of Brexit, the proven strength in our business model and ongoing momentum gives us confidence in our ability to deliver continued growth in line with our objectives. Indeed, I can report that new fund flows since the Referendum remain in line with those medium term objectives.",David Bellamy,"['Q3017494', 'Q47517229']","[['David Bellamy', '0.9307'], ['None', '0.0693']]"
2016-07-01,"Thanks to Brexit we have a new opportunity to attract Europe's (and Russia's and...) serial or first time entrepreneurs to set up shop in Dublin,",None,[],"[['None', '0.9578'], ['Theresa May', '0.0422']]"
2016-05-24,they seem not to expect the economic situation to improve at the same pace going forward; uncertainties regarding developments such as a possible Brexit currently inhibit a more optimistic outlook.,Achim Wambach,['Q340498'],"[['Achim Wambach', '0.9773'], ['None', '0.0226']]"
2016-07-01,"India is the fastest growing economy in the world. Brexit happened and India proved to be extremely resilient. The inflation rate has been down. Growth has been extremely strong, balance of payment in better shape. Overall, you have to say that economically he has done well,",Narendra Modi,['Q1058'],"[['Narendra Modi', '0.811'], ['None', '0.189']]"
2016-12-18,"Japanese banks have threatened to move some operations out of London within six months unless Theresa May reveals more details of her Brexit plan. Executives from banks including Nomura and Daiwa Capital Markets -- which employ thousands of people in the UK -- gave the ultimatum on December 1. They spoke at a meeting with City minister Simon Kirby and international trade minister Mark Garnier, according to The Financial Times.",None,[],"[['None', '0.6121'], ['Theresa May', '0.3879']]"
2016-08-16,"We've called on government to make guarantees on funding where this is now subject to the uncertainty caused by Brexit negotiations,",None,[],"[['None', '0.8949'], ['Jeremy Corbyn', '0.1051']]"
2016-05-26,"What they're saying about the effect on our economy of Brexit, that's very, very powerful; it backs up what the Treasury and others have been saying,",David Cameron,"['Q1173911', 'Q16195447', 'Q18719363', 'Q192', 'Q47345547', 'Q51808902', 'Q5232111']","[['David Cameron', '0.6216'], ['None', '0.3134'], ['John Redwood', '0.0437'], ['George Osborne', '0.0213']]"
2016-07-01,"When you look at Brexit, when you look at what is happening in the United States with support for Donald Trump, these are people of modest means that got left behind by globalisation and that live in rural areas,",Michelle Bachelet,['Q320'],"[['Michelle Bachelet', '0.8252'], ['None', '0.1749']]"
2016-07-01,"A majority of business leaders think the vote for Brexit is bad for them, and as a result plans for investment and hiring are being put on hold or scaled back.",Simon Walker,"['Q19876935', 'Q21457412', 'Q45332383', 'Q7519970', 'Q7519972']","[['Simon Walker', '0.9669'], ['None', '0.0331']]"
2016-12-09,"best opportunity to give Brexit negotiator Guy Verhofstadt the possibility to enforce the Associate EU Citizenship,",Charles Goerens,['Q286466'],"[['Charles Goerens', '0.5136'], ['None', '0.4427'], ['Catherine Bearder', '0.0437']]"
2016-04-20,"Even with the Brexit gun firmly to Europe's head, Britain failed to secure a real EU reform agenda.",None,[],"[['None', '0.7931'], ['David Cameron', '0.2069']]"
2016-08-15,She'll want to get on with it and I suspect Brexit will happen earlier rather than later.,Peter Bone,['Q264426'],"[['Peter Bone', '0.594'], ['None', '0.16'], ['THERESA May', '0.1045'], ['David Davis', '0.0962'], ['Liam Fox', '0.0454']]"
2016-04-27,"The 1081 investors surveyed by sentix think that the general risk associated with a potential Brexit is moderate, at least for now,",None,[],"[['None', '0.8968'], ['President Obama', '0.1032']]"
2016-12-12,"You cannot realistically maximize your chances of winning a referendum for independence unless and until you know what the final Brexit deal is,",Alex Neil,"['Q1515752', 'Q1828808']","[['Alex Neil', '0.9193'], ['None', '0.0807']]"
2016-09-10,"1,000 people join legal fight against Brexit",None,[],"[['None', '0.7669'], ['David Hart', '0.2331']]"
2016-07-17,"Accordingly, we would like to invite you to meet with us at your earliest convenience to discuss our role within the Brexit negotiations and how we can work together for the benefit of the North.",Ed Cox,['Q5334702'],"[['Ed Cox', '0.5903'], ['None', '0.4097']]"
2016-08-29,"It (the catch) can't even be on board your boat or it is illegal. It has to be dumped, dead. Hopefully Brexit will help us but we are very fearful that if it is not handled properly we will end up in a worse situation than we are now",Mike Russell,"['Q17285449', 'Q6848656', 'Q927554']","[['Mike Russell', '0.7334'], ['None', '0.2666']]"
2016-07-05,"It's most important to minimize interruption and chaos associated with Brexit. Accelerating the adoption and implementation of best security practices like consistent implementation of threat defense, from prevention all the way to incident response and resolution.",None,[],"[['None', '0.8486'], ['Stephen Cobb', '0.1283'], ['Mike Davis', '0.0231']]"
2016-04-19,"Many organizations are also locked into multi-year software licensing agreements and outsourcing deals that would be unlikely to be cancelled or radically restructured in the short term as a result of a Brexit,",None,[],"[['None', '0.6204'], ['Philip Carter', '0.3796']]"
2016-07-23,"Not only Brexit but various risks of low growth remain, and there was a lot of debate on the need of monitoring developments including terrorism, geopolitical risks and refugees,",None,[],"[['None', '0.4717'], ['Jack Lew', '0.3276'], ['Lou Jiwei', '0.1002'], ['Donald Trump', '0.0739'], ['Christine Lagarde', '0.0265']]"
2016-12-16,The EU has demonstrated itself as the global leader in 5G regulation and development. The great challenge for the UK post-Brexit will be to ensure it can continue to align itself with the European Commission's regulations to ensure it remains at the forefront of 5G development and distribution -- even if we are no longer sat at the table.,William Newton,"['Q16227829', 'Q19325953', 'Q6390528']","[['William Newton', '0.8339'], ['None', '0.1661']]"
