date,quotation,speaker,qids,probas
2020-01-31,Northern Ireland will be a part of the U.K. most impacted by Brexit.,Michel Barnier,['Q438465'],"[['Michel Barnier', '0.8981'], ['None', '0.1019']]"
2020-02-28,"Our 47-year proximity is, and will remain, de facto, a `special relationship' . The UK may seek to develop such ties elsewhere, but the bottom line is that our mutual relationship is irreplaceable. The UK companies I meet tell me just that. They do not want to sever their ties with the EU internal market and its 450 million consumers. How do we meet the expectations of our citizens and industries? In choosing Brexit, the UK unilaterally decided to withdraw from the single market and from many European Union policies. Again it is your choice, but this choice comes with consequences.",None,[],"[['None', '0.6383'], ['Iain Martin', '0.3617']]"
2020-02-03,"The challenges ahead of us in Europe following Brexit are huge and unprecedented; and they go to the heart of how we sustain enduring future relationships rooted in the peace, prosperity, and friendship with all nations that are our Christian calling.",Robert Innes,"['Q16929656', 'Q28601929', 'Q30072980', 'Q43911068']","[['Robert Innes', '0.9418'], ['None', '0.0582']]"
2020-02-14,"Brexit makes independence a more fundamental choice in many ways -- it's not just the fact that there would probably be a hard border between Scotland and England, it's about the type of country Scotland wants to be. Scotland is in many ways a fairly typical, social democratic European country, at ease with being European. That's not today's England and Wales.",Kenny MacAskill,['Q983174'],"[['Kenny MacAskill', '0.5803'], ['None', '0.4021'], ['Boris Johnson', '0.0176']]"
2020-02-11,Brexit means that balance is gone again. The German Question is back.,Angela Merkel,['Q567'],"[['Angela Merkel', '0.6755'], ['None', '0.3245']]"
2020-01-19,"Two thirds of the population never voted for Brexit in the first place. It's deeply divisive to ring church bells for something like this. Churches are there for the whole community, not for a political faction to crow over people they have beaten.",Alan Wilson,"['Q16087666', 'Q16919824', 'Q20738250', 'Q2636879', 'Q31429628', 'Q33132025', 'Q4708075', 'Q4708076', 'Q4708077', 'Q4708079', 'Q4708080', 'Q4708081', 'Q4708082', 'Q59195204']","[['Alan Wilson', '0.8831'], ['None', '0.1169']]"
2020-02-01,"The Channel has never managed to separate our destinies; Brexit will not do so, either.",Emmanuel Macron,['Q3052772'],"[['Emmanuel Macron', '0.8363'], ['None', '0.1556'], ['Boris Johnson', '0.005'], ['Guy Verhofstadt', '0.003'], ['Keir Starmer', '1.0E-4']]"
2020-02-08,he is not the person I want leading Ireland into the second half of the Brexit challenge,Simon Coveney,['Q1670096'],"[['Simon Coveney', '0.6683'], ['None', '0.1611'], ['Micheal Martin', '0.1385'], ['Leo Varadkar', '0.0166'], ['Michael McGrath', '0.0155']]"
2020-02-01,the real meaning of the Brexit vote is re-invigorating out parliamentary democracy,Michael Gove,['Q333937'],"[['Michael Gove', '0.9367'], ['None', '0.0518'], ['Larry Elliott', '0.0115']]"
2020-01-16,"It's as if they've outsourced Brexit to us,",Sabine Weyand,['Q27536474'],"[['Sabine Weyand', '0.7699'], ['None', '0.2063'], ['David Cameron', '0.0127'], ['Theresa May', '0.0111']]"
2020-01-31,"Wickes has finished 2019 with a flourish and as the clear winner within the consumer DIY market as it prepares to demerge from the Travis Perkins group. While growth slowed this quarter compared to the rest of 2019, Q4 remains a resilient performance given the weak consumer confidence in the run-up to the Halloween Brexit deadline and subsequent general election.",Matt Walton,['Q6789484'],"[['Matt Walton', '0.8713'], ['None', '0.1287']]"
2020-01-31,"At the end of the day it's not really about Brexit, it's about British democracy. The people have spoken.",None,[],"[['None', '0.835'], ['Boris Johnson', '0.165']]"
2020-02-17,isn't the Brexit [ he ] voted for.,None,[],"[['None', '0.768'], ['Holly Brockwell', '0.232']]"
2020-02-12,"If you're talking about austerity, social justice, Brexit, Trump and widespread racism and transphobia and homophobia, these things can be dry material. I just find in my experience you can connect to people a little bit better if you can make it obvious that you don't take yourself too seriously.",Grace Petrie,['Q18720189'],"[['Grace Petrie', '0.9163'], ['None', '0.0837']]"
2020-01-15,Because his basic promise was `get Brexit done' .,Ann Widdecombe,['Q298846'],"[['Ann Widdecombe', '0.5402'], ['None', '0.2476'], [""Sophie in ' t Veld"", '0.1169'], ['Liam Fox', '0.0465'], ['Nick Robinson', '0.025'], ['Boris Johnson', '0.0238']]"
2020-01-30,"Brexit doesn't change the ease of getting to Ireland or the warmth of the welcome,",None,[],"[['None', '0.8345'], ['Jonathan Smith', '0.1655']]"
2020-03-18,"Cummings was only prepared to work for Boris on his terms. His argument to Johnson was, `The only way you get the Brexit you want is if you do it my way.",Tim Shipman,['Q45410447'],"[['Tim Shipman', '0.9233'], ['None', '0.0599'], ['Dominic Cummings', '0.0106'], ['Boris Johnson', '0.0062']]"
2020-01-21,"The question for prime minister Johnson is: `As you are moving towards Brexit... what are you going to do post-31 January as you come to Washington to negotiate a free-trade agreement with the United States?' It's absolutely in [ your ] interests and the people of Great Britain's interests to join with President Trump, with the United States, to realign your foreign policy away from Brussels, and to join the maximum pressure campaign to keep all of us safe.",Richard Goldberg,['Q7325964'],"[['Richard Goldberg', '0.9033'], ['None', '0.088'], ['John Bolton', '0.0061'], ['Donald Trump', '0.0026']]"
2020-01-03,We cannot deny the people of Scotland a second referendum where the majority is calling for it. However a clear proposition... is impossible until we know the outcome of Brexit and that will not happen in 2020.,Neil Findlay,['Q979197'],"[['Neil Findlay', '0.8822'], ['None', '0.0803'], ['Monica Lennon', '0.0197'], ['Grahame Smith', '0.0178']]"
2020-02-15,Julian Smith at Northern Ireland is presumed to be safe despite his history of insidery clashes with the Johnson line over Brexit.,None,[],"[['None', '0.6205'], ['Oliver Dowden', '0.1179'], ['Therese Coffey', '0.0713'], ['Jesse Norman', '0.0655'], ['Brandon Lewis', '0.0639'], ['Sajid Javid', '0.0609']]"
2020-01-13,"Greater clarity around Brexit and political direction following the General Election is a factor,",Richard Ramsey,"['Q21176501', 'Q59471801']","[['Richard Ramsey', '0.8244'], ['None', '0.1756']]"
2020-02-27,"There were generally three responses: what was going on nationally with Brexit, the A38 Copcut roadworks and what will happen regarding policing, education and healthcare in Droitwich.",Richard Morris,"['Q18922221', 'Q21519391', 'Q30597752', 'Q47122981', 'Q56598135', 'Q56604648', 'Q57832174', 'Q7325470', 'Q7327905', 'Q7327906']","[['Richard Morris', '0.9683'], ['None', '0.0317']]"
2020-02-29,huge contributory factor to Brexit getting done,Nigel Farage,['Q318471'],"[['Nigel Farage', '0.8094'], ['None', '0.1113'], ['Jeremy Corbyn', '0.0481'], ['Meghan Markle', '0.0164'], ['Prince Harry', '0.0148']]"
2020-04-05,"Brexit has taken four years and we put borders in place in the space of one week,",Mark McGowan,"['Q16197112', 'Q5981811', 'Q6768808']","[['Mark McGowan', '0.9152'], ['None', '0.0848']]"
2020-01-29,"Brexit will have negative implications on the British economy,",Paul Sullivan,"['Q15435280', 'Q18086791', 'Q21598360', 'Q7153864']","[['Paul Sullivan', '0.9555'], ['None', '0.0445']]"
2020-01-15,"We are already seeing a strong start to the 2020 market, and with the Brexit uncertainty lifted for the time being we expect this to continue throughout the usual spring bounce in housing market activity.",Mike Scott,"['Q16216757', 'Q1849355', 'Q3313545', 'Q582252', 'Q6848743', 'Q6848747', 'Q6848748', 'Q6848749']","[['Mike Scott', '0.87'], ['None', '0.13']]"
2020-01-10,Brexit will not resolve any of the existing challenges for the EU or the UK.,Ursula von der Leyen,['Q60772'],"[['Ursula von der Leyen', '0.8936'], ['None', '0.1064']]"
2020-01-22,"This shocking news is a real blow to our manufacturing economy in Garston and Halewood. Apart from the 500 jobs to go at [ Jaguar ], 10% of the workforce, there will be knock-on effects in the supply chain. We are told that this [ has ] nothing to do with Brexit but I am worried that the ongoing uncertainty about our future trading relationship with the EU will mean there are more job losses to come in the northwest auto industry.",Maria Eagle,['Q302815'],"[['Maria Eagle', '0.8376'], ['None', '0.1228'], ['Steve Rotheram', '0.0347'], ['Graham Morgan', '0.0049']]"
2020-02-01,"At a time the union becomes more fragile (after Brexit), our message should be in favour of a cohesive Europe,",Antonio Costa,"['Q56862922', 'Q56907037', 'Q610788']","[['Antonio Costa', '0.9374'], ['None', '0.0626']]"
2020-01-24,The question for prime minister Johnson is: `As you are moving towards Brexit,Richard Goldberg,['Q7325964'],"[['Richard Goldberg', '0.8736'], ['None', '0.1198'], ['Donald Trump', '0.0066']]"
2020-01-29,"I want Brexit to start a debate across the rest of Europe,",Nigel Farage,['Q318471'],"[['Nigel Farage', '0.7824'], ['None', '0.2176']]"
2020-01-21,"I'd rather talk about Brexit I'm so over Meghan and Harry,",Coleen Nolan,['Q2982426'],"[['Coleen Nolan', '0.4996'], ['None', '0.37'], ['Denise Welch', '0.0688'], ['Ruth Langsford', '0.0286'], ['Duchess of Sussex', '0.0182'], ['Prince Harry', '0.0077'], ['Stacey Solomon', '0.0044'], ['Saira Khan', '0.0027']]"
2020-02-15,"Then, depending on what comes out of that, they may not be inspected again for the next three years. It's a cost-cutting move but could have a devastating impact on public health. Meat inspectors spend years doing qualifications and training. In the post-Brexit world, we need to collectively think as a society -- not just in government departmental silos -- about joined up regulation efforts.",Paul Bell,"['Q21462420', 'Q7149296', 'Q7149301', 'Q7149302']","[['Paul Bell', '0.7939'], ['None', '0.1622'], ['Steve Nash', '0.0439']]"
2020-02-17,"Surely they need an excuse for investors and blame it on Brexit, not on mismanagement or lack of knowledge on how to tackle the U.K. market,",None,[],"[['None', '0.6405'], ['Ian Cook', '0.3595']]"
2020-01-14,They seem to have taken the clapper away. So we need to restore the clapper in order to bong Big Ben on Brexit night. And that is expensive.,Boris Johnson,['Q180589'],"[['Boris Johnson', '0.6381'], ['None', '0.3619']]"
2020-01-06,for a mitigation package that would shield local communities and businesses from the impact of a damaging Brexit,Colum Eastwood,['Q5149523'],"[['Colum Eastwood', '0.7374'], ['None', '0.2626']]"
2020-01-23,"UK Key Digital Trends 2020: Privacy, Brexit and Video Take Center Stage.",Bill Fisher,['Q16018743'],"[['Bill Fisher', '0.8937'], ['None', '0.1063']]"
2020-02-11,"After all Boris Johnson has his mandate for any Brexit on 43% of the vote and 56% of the seats. The SNP in Scotland has 45% of the vote and 82% of the seats, on Westminster's own rules.",Angus MacNeil,['Q695092'],"[['Angus MacNeil', '0.8373'], ['None', '0.1518'], ['Joanna Cherry', '0.0109']]"
2020-01-28,Brexit shows the pain caused by leaving any major economic and political relationship -- and Scotland's economy has a bigger trading relationship with the UK than it does to the EU.,Keir Starmer,['Q6383803'],"[['Keir Starmer', '0.939'], ['None', '0.061']]"
2020-01-23,"The risk of loss of this access was one of the earliest risks identified by police officers when Brexit was first mooted. It's disappointing but not altogether surprising that in amongst all the political grandstanding, the impact on policing and intelligence appears to have been neglected.",None,[],"[['None', '0.9484'], ['Julian King', '0.031'], ['Anis Amri', '0.0206']]"
2020-04-10,"The short part of the tie was at the front of the tie and the big Hermes label was sitting out there and I said: `Boris, this will never do, we cannot do a press conference on Brexit with you so obviously displaying a French designer tie' ,",Julie Bishop,['Q434858'],"[['Julie Bishop', '0.5948'], ['None', '0.3663'], ['Boris Johnson', '0.0389']]"
2020-01-17,"This appears to be an ill-judged, vindictive, and frankly rather myopic knee-jerk reaction to the [ Brexit-related ] Supreme Court ruling [ s ]",None,[],"[['None', '0.6147'], ['Iain Campbell', '0.3095'], ['Theresa May', '0.0398'], ['Boris Johnson', '0.036']]"
